Date;PhaseName;Rank;Medal;Person/Team;Country; ;Age (days);Result
12/08/2016;Swimming 100m Butterfly Men - Olympic Games 2016;21;;Henrique Martins (BRA, 14 Nov 1991);Brazil;;24-272;52,42
12/08/2016;Swimming 100m Butterfly Men - Olympic Games 2016;34;;Marcos Macedo (BRA, 09 Sep 1990);Brazil;;25-338;53,87
12/08/2016;Tennis Doubles Men - Olympic Games 2016;5;;Soares / Melo;Brazil;;33-246;
12/08/2016;Tennis Doubles Men - Olympic Games 2016;9;;Sá / Bellucci;Brazil;;33-345;
12/08/2016;Weightlifting 75kg Women - Olympic Games 2016;NoM;;Jaqueline Ferreira (BRA, 05 Mar 1987);Brazil;;29-160;
12/08/2016;Weightlifting 85kg Men - Olympic Games 2016;17;;Welisson Silva (BRA, 22 Nov 1983);Brazil;;32-264;325,00
11/08/2016;Archery Individual Women - Olympic Games 2016;9;;Ane Marcelle Dos Santos (BRA, 12 Jan 1994);Brazil;;22-212;
11/08/2016;Archery Individual Women - Olympic Games 2016;33;;Sarah Nikitin (BRA, 27 Dec 1988);Brazil;;27-228;
11/08/2016;Archery Individual Women - Olympic Games 2016;33;;Marina Gobbi (BRA, 01 Apr 1989);Brazil;;27-132;
11/08/2016;Canoe Slalom C2 Men - Olympic Games 2016;11;;Oliveira / Correa;Brazil;;24-078;116,49
11/08/2016;Canoe Slalom K1 Women - Olympic Games 2016;17;;Ana Satila (BRA, 13 Mar 1996);Brazil;;20-151;110,80
11/08/2016;Fencing Team Epee Women - Olympic Games 2016;9;;Brazil;Brazil;;25-050;
11/08/2016;Gymnastics - Artistic Individual All-Around Women - Olympic Games 2016;11;;Rebeca Andrade (BRA, 08 May 1999);Brazil;;17-095;56,97
11/08/2016;Gymnastics - Artistic Individual All-Around Women - Olympic Games 2016;24;;Jade Barbosa (BRA, 01 Jul 1991);Brazil;;25-041;
11/08/2016;Gymnastics - Artistic Individual All-Around Women - Olympic Games 2016;27;;Flávia Saraiva (BRA, 30 Sep 1999);Brazil;;16-316;56,53
11/08/2016;Judo 78kg Women - Olympic Games 2016;3;B;Mayra Aguiar (BRA, 03 Aug 1991);Brazil;;25-008;
11/08/2016;Judo 100kg Men - Olympic Games 2016;9;;Rafael Buzacarini (BRA, 06 Oct 1991);Brazil;;24-310;
11/08/2016;Rugby Sevens Team Men - Olympic Games 2016;12;;Brazil;Brazil;;26-114;
11/08/2016;Shooting 50m Rifle 3 Positions Women - Olympic Games 2016;37;;Rosane Budag (BRA, 27 Aug 1973);Brazil;;42-350;550,00
11/08/2016;Swimming 100m Freestyle Women - Olympic Games 2016;16;;Etiene Medeiros (BRA, 24 May 1991);Brazil;;25-079;54,59
11/08/2016;Swimming 100m Freestyle Women - Olympic Games 2016;21;;Larissa Oliveira (BRA, 16 Feb 1993);Brazil;;23-177;54,72
11/08/2016;Swimming 200m Backstroke Men - Olympic Games 2016;13;;Leonardo de Deus (BRA, 18 Jan 1991);Brazil;;25-206;1:57.67
11/08/2016;Swimming 200m Individual Medley Men - Olympic Games 2016;7;;Thiago Pereira (BRA, 26 Jan 1986);Brazil;;30-198;1:58.02
11/08/2016;Swimming 200m Individual Medley Men - Olympic Games 2016;9;;Henrique Rodrigues (BRA, 04 Feb 1991);Brazil;;25-189;1:59.23
11/08/2016;Table Tennis Singles Men - Olympic Games 2016;9;;Hugo Calderano (BRA, 22 Jun 1996);Brazil;;20-050;
11/08/2016;Table Tennis Singles Men - Olympic Games 2016;49;;Gustavo Tsuboi (BRA, 31 May 1985);Brazil;;31-072;
10/08/2016;Canoe Slalom K1 Men - Olympic Games 2016;6;;Pedro Gonçalves (BRA, 12 Apr 1993);Brazil;;23-120;91,54
10/08/2016;Diving 3m Springboard Synchro Men - Olympic Games 2016;8;;Matos / Outerelo;Brazil;;25-359;332,61
10/08/2016;Fencing Individual Foil Women - Olympic Games 2016;30;;Tais De Morais Rochel (BRA, 16 Oct 1983);Brazil;;32-299;
10/08/2016;Fencing Individual Foil Women - Olympic Games 2016;31;;Ana Beatriz Bulcão (BRA, 04 Dec 1993);Brazil;;22-250;
10/08/2016;Fencing Individual Sabre Men - Olympic Games 2016;21;;Renzo Agresta (BRA, 27 Jun 1985);Brazil;;31-044;
10/08/2016;Gymnastics - Artistic Individual All-Around Men - Olympic Games 2016;9;;Sergio Sasaki (BRA, 31 Mar 1992);Brazil;;24-132;89,20
10/08/2016;Gymnastics - Artistic Individual All-Around Men - Olympic Games 2016;17;;Arthur Mariano (BRA, 18 Sep 1993);Brazil;;22-327;87,33
10/08/2016;Gymnastics - Artistic Individual All-Around Men - Olympic Games 2016;26;;Francisco Barretto (BRA, 31 Oct 1989);Brazil;;26-284;86,53
10/08/2016;Judo 70kg Women - Olympic Games 2016;9;;Maria Portela (BRA, 14 Jan 1988);Brazil;;28-209;
10/08/2016;Judo 90kg Men - Olympic Games 2016;9;;Tiago Camilo (BRA, 24 May 1982);Brazil;;34-078;
10/08/2016;Shooting 50m Pistol Men - Olympic Games 2016;30;;Júlio Almeida (BRA, 23 Sep 1969);Brazil;;46-322;542,00
10/08/2016;Shooting 50m Pistol Men - Olympic Games 2016;39;;Felipe Wu (BRA, 11 Jun 1992);Brazil;;24-060;533,00
10/08/2016;Swimming 4 x 200m Freestyle Relay Women - Olympic Games 2016;11;;Brazil;Brazil;;23-147;7:55.68
10/08/2016;Swimming 100m Freestyle Men - Olympic Games 2016;8;;Marcelo Chierighini (BRA, 15 Jan 1991);Brazil;;25-208;48,41
10/08/2016;Swimming 100m Freestyle Men - Olympic Games 2016;28;;Nicolas Oliveira (BRA, 04 Aug 1987);Brazil;;29-006;49,05
10/08/2016;Swimming 200m Breaststroke Men - Olympic Games 2016;29;;Tales Cerdeira (BRA, 21 Jan 1987);Brazil;;29-202;2:12.83
10/08/2016;Swimming 200m Breaststroke Men - Olympic Games 2016;36;;Thiago Simon (BRA, 03 Apr 1990);Brazil;;26-129;2:15.01
10/08/2016;Swimming 200m Butterfly Women - Olympic Games 2016;24;;Joanna Maranhão (BRA, 29 Apr 1987);Brazil;;29-103;2:10.69
10/08/2016;Table Tennis Singles Women - Olympic Games 2016;33;;Lin Gui (BRA, 01 Oct 1993);Brazil;;22-314;
10/08/2016;Table Tennis Singles Women - Olympic Games 2016;49;;Caroline Kumahara (BRA, 27 Jul 1995);Brazil;;21-014;
09/08/2016;Canoe Slalom C1 Men - Olympic Games 2016;16;;Felipe Borges (BRA, 16 Nov 1994);Brazil;;21-267;105,14
09/08/2016;Diving 10m Platform Synchro Women - Olympic Games 2016;8;;Pedroso / Oliveira;Brazil;;19-014;280,98
09/08/2016;Equestrian - Eventing Individual Open - Olympic Games 2016;18;;Parro (Summon Up The Blood);Brazil;;37-065;75,30
09/08/2016;Equestrian - Eventing Individual Open - Olympic Games 2016;25;;Carvalho Jorge (Lissy Mac Wayer);Brazil;;41-194;88,00
09/08/2016;Equestrian - Eventing Individual Open - Olympic Games 2016;39;;Appel (Iberon Jmen);Brazil;;37-221;137,60
09/08/2016;Equestrian - Eventing Individual Open - Olympic Games 2016;EL;;Fonseca (Tom Bombadill Too);Brazil;;;
09/08/2016;Equestrian - Eventing Team Open - Olympic Games 2016;7;;Brazil;Brazil;;39-319;280,90
09/08/2016;Fencing Individual Epee Men - Olympic Games 2016;32;;Athos Schwantes (BRA, 13 Feb 1985);Brazil;;31-178;
09/08/2016;Fencing Individual Epee Men - Olympic Games 2016;35;;Guilherme Melaragno (BRA, 09 Aug 1993);Brazil;;23-000;
09/08/2016;Fencing Individual Epee Men - Olympic Games 2016;37;;Nicolas Ferreira (BRA, 25 Sep 1992);Brazil;;23-319;
09/08/2016;Gymnastics - Artistic Team Women - Olympic Games 2016;8;;Brazil;Brazil;;21-327;172,09
09/08/2016;Judo 63kg Women - Olympic Games 2016;5;;Mariana Silva (BRA, 22 Feb 1990);Brazil;;26-169;
09/08/2016;Judo 81kg Men - Olympic Games 2016;9;;Victor Penalber (BRA, 22 May 1990);Brazil;;26-079;
09/08/2016;Swimming 4 x 200m Freestyle Relay Men - Olympic Games 2016;14;;Brazil;Brazil;;24-231;7:13.84
09/08/2016;Swimming 200m Butterfly Men - Olympic Games 2016;13;;Leonardo de Deus (BRA, 18 Jan 1991);Brazil;;25-204;1:56.77
09/08/2016;Swimming 200m Butterfly Men - Olympic Games 2016;14;;Kaio Almeida (BRA, 19 Oct 1984);Brazil;;31-295;1:57.45
09/08/2016;Swimming 200m Freestyle Women - Olympic Games 2016;12;;Manuella Lyrio (BRA, 27 Jul 1989);Brazil;;27-013;1:57.43
09/08/2016;Swimming 200m Freestyle Women - Olympic Games 2016;35;;Larissa Oliveira (BRA, 16 Feb 1993);Brazil;;23-175;2:00.76
09/08/2016;Swimming 200m Individual Medley Women - Olympic Games 2016;18;;Joanna Maranhão (BRA, 29 Apr 1987);Brazil;;29-102;2:13.06
08/08/2016;Diving 10m Platform Synchro Men - Olympic Games 2016;8;;Parisi / Oliveira;Brazil;;27-044;368,52
08/08/2016;Fencing Individual Sabre Women - Olympic Games 2016;33;;Marta Centurion (BRA, 02 Mar 1992);Brazil;;24-159;
08/08/2016;Gymnastics - Artistic Team Men - Olympic Games 2016;6;;Brazil;Brazil;;26-034;263,73
08/08/2016;Judo 57kg Women - Olympic Games 2016;1;G;Rafaela Silva (BRA, 24 Apr 1992);Brazil;;24-106;
08/08/2016;Judo 73kg Men - Olympic Games 2016;17;;Alex Pombo (BRA, 21 Jul 1988);Brazil;;28-018;
08/08/2016;Rugby Sevens Team Women - Olympic Games 2016;9;;Brazil;Brazil;;27-164;
08/08/2016;Shooting Trap Men - Olympic Games 2016;15;;Roberto Schmits (BRA, 04 Feb 1969);Brazil;;47-186;115,00
08/08/2016;Swimming 100m Backstroke Men - Olympic Games 2016;14;;Guilherme Guido (BRA, 12 Feb 1987);Brazil;;29-178;54,16
08/08/2016;Swimming 100m Backstroke Women - Olympic Games 2016;25;;Etiene Medeiros (BRA, 24 May 1991);Brazil;;25-076;1:01.70
08/08/2016;Swimming 200m Freestyle Men - Olympic Games 2016;25;;João de Lucca (BRA, 06 Jan 1990);Brazil;;26-215;1:47.63
08/08/2016;Swimming 200m Freestyle Men - Olympic Games 2016;DNS;;Nicolas Oliveira (BRA, 04 Aug 1987);Brazil;;29-004;
07/08/2016;Archery Recurve Team Women - Olympic Games 2016;9;;Brazil;Brazil;;25-309;
07/08/2016;Cycling - Road Road race Women - Olympic Games 2016;7;;Flavia Oliveira (BRA, 27 Oct 1981);Brazil;;34-285;3:51:47
07/08/2016;Cycling - Road Road race Women - Olympic Games 2016;OTL;;Clemilda Fernandes (BRA, 25 Jun 1979);Brazil;;37-043;4:14:39
07/08/2016;Diving 3m Springboard Synchro Women - Olympic Games 2016;8;;Veloso / Takagi;Brazil;;30-190;258,75
07/08/2016;Fencing Individual Foil Men - Olympic Games 2016;8;;Guilherme Toldo (BRA, 01 Sep 1992);Brazil;;23-341;
07/08/2016;Fencing Individual Foil Men - Olympic Games 2016;30;;Ghislain Perrier (BRA, 17 May 1987);Brazil;;29-082;
07/08/2016;Fencing Individual Foil Men - Olympic Games 2016;34;;Henrique Marques (BRA, 24 Sep 1996);Brazil;;19-318;
07/08/2016;Judo 52kg Women - Olympic Games 2016;5;;Érika Miranda (BRA, 04 Jun 1987);Brazil;;29-064;
07/08/2016;Judo 66kg Men - Olympic Games 2016;17;;Charles Chibana (BRA, 12 Nov 1989);Brazil;;26-269;
07/08/2016;Shooting Trap Women - Olympic Games 2016;21;;Janice Teixeira (BRA, 20 May 1962);Brazil;;54-079;60,00
07/08/2016;Swimming 4 x 100m Freestyle Relay Men - Olympic Games 2016;5;;Brazil;Brazil;;24-129;3:13.21
07/08/2016;Swimming 100m Breaststroke Men - Olympic Games 2016;5;;João Gomes Júnior (BRA, 21 Jan 1986);Brazil;;30-199;59,31
07/08/2016;Swimming 100m Breaststroke Men - Olympic Games 2016;7;;Felipe França (BRA, 14 May 1987);Brazil;;29-085;59,38
07/08/2016;Swimming 100m Butterfly Women - Olympic Games 2016;13;;Daiene Dias (BRA, 16 May 1989);Brazil;;27-083;58,52
07/08/2016;Swimming 100m Butterfly Women - Olympic Games 2016;15;;Dainara de Paula (BRA, 25 Jul 1989);Brazil;;27-013;58,65
07/08/2016;Weightlifting 53kg Women - Olympic Games 2016;5;;Rosane Santos (BRA, 20 Jun 1987);Brazil;;29-048;193,00
06/08/2016;Archery Recurve Team Men - Olympic Games 2016;9;;Brazil;Brazil;;25-074;
06/08/2016;Cycling - Road Road race Men - Olympic Games 2016;DSQ;;Kleber Ramos (BRA, 24 Aug 1985);Brazil;;30-348;
06/08/2016;Cycling - Road Road race Men - Olympic Games 2016;OTL;;Murilo Fischer (BRA, 16 Jun 1979);Brazil;;37-051;6:41:52
06/08/2016;Fencing Individual Epee Women - Olympic Games 2016;6;;Nathalie Moellhausen (BRA, 01 Dec 1985);Brazil;;30-249;
06/08/2016;Fencing Individual Epee Women - Olympic Games 2016;31;;Rayssa Costa (BRA, 16 Mar 1991);Brazil;;25-143;
06/08/2016;Fencing Individual Epee Women - Olympic Games 2016;35;;Amanda Netto Simeao (BRA, 02 Jun 1994);Brazil;;22-065;
06/08/2016;Judo 48kg Women - Olympic Games 2016;7;;Sarah Menezes (BRA, 26 Mar 1990);Brazil;;26-133;
06/08/2016;Judo 60kg Men - Olympic Games 2016;7;;Felipe Kitadai (BRA, 28 Jul 1989);Brazil;;27-009;
06/08/2016;Shooting 10m Air Pistol Men - Olympic Games 2016;2;S;Felipe Wu (BRA, 11 Jun 1992);Brazil;;24-056;202,10
06/08/2016;Shooting 10m Air Pistol Men - Olympic Games 2016;13;;Júlio Almeida (BRA, 23 Sep 1969);Brazil;;46-318;577,00
06/08/2016;Shooting 10m Air Rifle Women - Olympic Games 2016;50;;Rosane Budag (BRA, 27 Aug 1973);Brazil;;42-345;396,90
06/08/2016;Swimming 4 x 100m Freestyle Relay Women - Olympic Games 2016;11;;Brazil;Brazil;;25-250;3:39.40
06/08/2016;Swimming 400m Freestyle Men - Olympic Games 2016;32;;Luiz Altamir Melo (BRA, 09 May 1996);Brazil;;20-089;3:50.82
06/08/2016;Swimming 400m Individual Medley Men - Olympic Games 2016;15;;Brandonn Almeida (BRA, 16 Mar 1997);Brazil;;19-143;4:17.25
06/08/2016;Swimming 400m Individual Medley Women - Olympic Games 2016;15;;Joanna Maranhão (BRA, 29 Apr 1987);Brazil;;29-099;4:38.88
